Index,Sequence,label,Start_time,End_time
8597,228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228,0,2005-09-07-00.00.50.297433,2005-09-07 00:01:26.228387
8598,228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228,0,2005-09-07-00.01.26.287524,2005-09-07 00:01:28.559980
8599,94 94 94 94 94 314 314 314 314 314 191 191 191 191 314 191,0,2005-09-07-00.25.40.199950,2005-09-07 00:25:41.631448
8600,218 218 94 99 99 94 70 70 94 99 99 99 99 314 314 99 99 314 99 99 191 191 191,0,2005-09-07-03.56.14.287205,2005-09-07 03:56:16.631140
8601,286 301 265 220 234 248 246 227 238 249 255 243 294 235 251 250 256 94 94 94 94 94 70 99 94 94 218 218 94 94 94 314 247 99 99 94 314,1,2005-09-07-04.39.01.942833,2005-09-07 04:39:13.423258
8602,314 314 314 99 314 314 314 314 191 239 314 314 191 314 191 191 191 191 191 191 262 191 191 191 241 236,0,2005-09-07-04.39.14.282711,2005-09-07 04:39:47.347215
8603,94 94 94 218 218 94 94 218 218 314 314 314 314 314 191 314 191 191 314 191 191,0,2005-09-07-05.03.10.232660,2005-09-07 05:03:12.241572
8604,94 94 314 314 191 191,0,2005-09-07-05.11.29.505273,2005-09-07 05:11:30.044014
8606,228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228,0,2005-09-07-05.32.38.239736,2005-09-07 05:33:14.208495
8607,228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228,0,2005-09-07-05.33.14.302651,2005-09-07 05:33:20.701174
8608,94 70 314 70 314 70 314 70 191 70 70 99 99 99,0,2005-09-07-05.43.26.251865,2005-09-07 05:43:27.310130
8609,99 94 314 191 94 314 191 228 228 228,0,2005-09-07-06.11.24.573814,2005-09-07 06:11:35.923358
8610,228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228,0,2005-09-07-06.11.38.714179,2005-09-07 06:12:14.217851
8611,228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228,0,2005-09-07-06.12.14.308150,2005-09-07 06:12:40.979029
8613,218 94 94 94 314 314 314 191 191 191,0,2005-09-07-06.49.41.262984,2005-09-07 06:49:42.438151
8614,218 94 99 94 94 94 314 314 314 314 191 191 314 191 314 191,0,2005-09-07-07.25.38.172506,2005-09-07 07:25:40.225462
8615,218 94 94 94 94 94 94 94 314 314 314 314 314 314 314 191 191 191 191 191 314 191 191,0,2005-09-07-07.41.11.460762,2005-09-07 07:41:13.854359
8617,304 304 304 304 304 304 304 304 304 304 304 304 304 304 304 304,1,2005-09-07-07.46.46.118988,2005-09-07 07:46:46.324329
8618,304 304 304 304 304 304 304 304 304 304 304 304 304 304 304 304,1,2005-09-07-07.47.52.518303,2005-09-07 07:47:52.748731
8619,219 219 219 219 219 219,0,2005-09-07-07.54.36.959004,2005-09-07 07:54:37.109720
8622,219 219 219 219 219 219 219 219,0,2005-09-07-08.02.43.182287,2005-09-07 08:02:44.464276
8623,219 219 219 219 46 46 46 46 46,0,2005-09-07-08.06.16.146715,2005-09-07 08:06:45.885213
8624,46 46 46 46 46 46,0,2005-09-07-08.06.51.679135,2005-09-07 08:07:20.816133
8625,219 219 219 219 219 219 219 219,0,2005-09-07-08.08.05.417473,2005-09-07 08:08:05.525970
8626,46 46 46 46 46 219 219 219 219 219 219 219 219 46,0,2005-09-07-08.09.17.518691,2005-09-07 08:09:46.545196
8627,46 46 46 46 46 46,0,2005-09-07-08.09.52.311738,2005-09-07 08:10:21.153090
8628,219 219 219 219 219 219 219 219,0,2005-09-07-08.13.06.498186,2005-09-07 08:13:06.610102
8629,219 219 219 219 219 219 219 219 219 219 219 219 219 219 219 219,0,2005-09-07-08.14.46.897318,2005-09-07 08:14:47.202327
8630,219 219 219 219 219 219 219 219 219 219 219 219 219,0,2005-09-07-08.16.27.494114,2005-09-07 08:16:27.700499
8631,219 219 219 219 219 219 219 219 219 219,0,2005-09-07-08.18.07.975507,2005-09-07 08:18:08.127718
8632,219 219 219 219 219 219 219 219,0,2005-09-07-08.21.28.762670,2005-09-07 08:21:28.857199
8633,219 219 219 219 219 219 219 219,0,2005-09-07-08.23.08.923235,2005-09-07 08:23:09.044999
8635,30 31 259 167 30 259 167 31 259 167 259 167 30 259 259 259 167 167 167 259 167 259 167 259 259 167 167 31 259 167,0,2005-09-07-10.06.14.489624,2005-09-07 10:06:49.938296
8638,259 167 259 259 259 259 259 167 167 259 167 167 167 167 259 259 167 259 167 259 167 167 31 259 167 259 259 259 259 259 167 167 259 167 167 167 167 30 259 167 259 259 167 167 259 167 259 259 167 167 259 167 259 45 45 167 259 167 259 259 259 259 167 259 259 167 167 167 259 167 167 259 167 167 45 45 45 45 45 45 45 45 45 45 45 31 45 45 45 45 45 45 45 45 45 45 45 45 45 45 45 45 45 45 45 259 167 45 45 259 167 259 167 259 259 167 167 259 167 259 259 167 167 259 167 30 45 45 31,0,2005-09-07-10.08.03.959109,2005-09-07 10:08:35.689996
8640,259 259 259 167 167 167 259 259 167 167 31 259 167 259 167 259 167 259 167 259 167 259 167 259 259 167 259 167 167 45 45 259 259 167 167 45 259 45 167 30 259 167 45 45 259 259 259 167 167 167 259 167 259 167 259 167 259 167 259 167 259 167 259 167 259 167 259 167 259 259 167 167 259 167 259 167 31 259 259 259 167 167 167 259 167 259 167 259 167 259 167 259 167 45 45 45 45 259 167 45 45 259 259 259 167 167 167 45 45 30 259 167 259 259 167 167 259 167 259 259 259 167 167 167 259 167 259 45 45 167 45 259 45 167 259 167 259 167 259 167 259 259 259 167 167 167 259 167 259 259 167 167 259 167 31 259 259 167 167 259 167 259 167 259 259 167 167 259 167 259 167,0,2005-09-07-10.09.54.401035,2005-09-07 10:10:26.037606
8642,31 30 31 30 31 223,0,2005-09-07-10.11.06.459774,2005-09-07 10:11:37.525878
8643,30 223 260 232 31 30 31 30 31,0,2005-09-07-10.11.39.426028,2005-09-07 10:12:13.666527
8644,30 252 259 167 259 167 259 167 259 167 259 167 45 45 259 45 259 45 167 167 259 167 45 45 45 45 45 45 259 167 259 167 259 167 259 167 259 167 259 167 259 167 259 259 259 259 259 167 167 167 167 167 259 167 259 167,0,2005-09-07-10.12.19.532293,2005-09-07 10:12:49.448055
8645,259 167 259 167 259 167 259 167 259 167 259 167 259 167 259 259 167 167 259 167 259 167 259 167 45 45 259 167 259 167 259 167 259 167 45 45 259 167 259 167 259 259 259 259 167 167 167 167 45 45 259 45 167 45 45 45 45 45 45 45 45 45 259 167 45 45 45 45 45 45 45 45 45 45,0,2005-09-07-10.12.50.295993,2005-09-07 10:13:25.874591
8646,45 45 259 259 45 167 45 167 45 45 259 167 45 45 45 45 259 45 45 167 45 45 259 167 259 167 259 259 167 167 259 167 259 167 45 45 45 45 45 45 45 45 259 167 259 167 259 167 259 167 45 45 133 230 230 230 230 230 230 230 230 230 230 230 230 230 230 230 230 230 230 230 230 259 167 259 167 45 45 45 45 45 45 45 45 259 167 259 167 259 167 45 45 45 45 259 167 259 167,0,2005-09-07-10.13.26.362631,2005-09-07 10:14:00.260029
8647,259 167 45 45 259 167 45 45 259 167 259 259 167 167 259 259 167 167 45 45 45 45 45 45 45 45 259 167 45 45 45 45 45 45 259 167 259 167 45 45 259 167 259 259 167 167 259 167 259 167 259 167,0,2005-09-07-10.14.02.766560,2005-09-07 10:14:38.207873
8648,259 167 259 167 259 167 259 167 259 167 259 167 45 45 259 167 259 167 45 45 259 259 167 167 259 167 259 167 259 167 259 167 259 167 259 167 45 45 45 45 259 167 259 167 45 45 259 167 259 167 259 167 259 167 45 45 259 167 259 167 45 45 259 167 259 259 167 167 259 167 259 167 259 167 259 259 167 167 259 167 259 167 259 167 45 45 259 167 45 45 259 167 259 259 167 167 259 167 259 167 259 167 259 167 259 167 259,0,2005-09-07-10.14.38.576736,2005-09-07 10:15:14.166680
8649,167 259 167 259 259 167 167 45 45 45 45 259 167 259 167 259 167 259 167 259 167 45 45 259 259 167 167 45 45 259 167 259 167 259 167 45 45 45 45 45 45 45 45 45 45 45 45 45 45 45 45 45 45 45 45 45 45 45 45 45 45 45 45 45 45 45 45 45 45 45 45 45 45 45 45 45 45,0,2005-09-07-10.15.14.237183,2005-09-07 10:15:42.796055
8650,45 45 45 45 45 45 45 45,0,2005-09-07-10.15.50.714556,2005-09-07 10:16:05.015706
8651,228 228 228 228 228 228 228 228 45 45,0,2005-09-07-10.16.35.423397,2005-09-07 10:16:40.790412
8652,223 223 260 223 260 223 260 223 260 223 260 223 260 223 260 223 260 223 260,0,2005-09-07-10.23.23.044184,2005-09-07 10:23:37.678563
8653,223 260 223 260 223 260 223 260,0,2005-09-07-10.23.38.612759,2005-09-07 10:23:41.627054
8656,94 94 314 314 314 314 191 314 191,0,2005-09-07-11.44.46.402870,2005-09-07 11:44:46.596750
8657,94 94 94 314 94 94 314 94 314 191 314 314 191 314 191 191 191 191,0,2005-09-07-12.38.10.423086,2005-09-07 12:38:12.300880
8658,94 94 94 94 314 314 314 314 191 191 191 191,0,2005-09-07-13.30.30.177820,2005-09-07 13:30:31.669506
8661,94 314 218 94 94 191 94 314 314 314 191 191 191,0,2005-09-07-16.38.38.910673,2005-09-07 16:38:40.771975
8662,286 301 265 220 234 94 94 248 94 70 94 314 314 94 94 94 99 99 246 314 99 314 70 191 191 314 314 314 99,1,2005-09-07-18.55.22.537525,2005-09-07 18:55:26.191656
8663,99 227 191 191 70 191 191 191 238 70 249 70 255 70 243 70,0,2005-09-07-18.55.26.277132,2005-09-07 18:55:52.750210
8664,294 99 235 251 250 256 247 239 262 241 236 262 233 242 267 174 197 171 203 205 183 169 269 273 313 264,1,2005-09-07-18.56.03.510286,2005-09-07 18:56:30.954617
8666,35 35 35 35 35 35 35 35,0,2005-09-07-21.26.03.197707,2005-09-07 21:26:03.401737
8667,35 35 35 35 35 35 35 35,0,2005-09-07-22.32.00.528238,2005-09-07 22:32:00.726624
8668,48 48 48 48 48 48 48 48,0,2005-09-07-22.35.10.256682,2005-09-07 22:35:10.432141
8669,94 94 94 94 94 314 94 314 94 94 94 314 94 94 314 314 191 314 191 314 314 314 314 314 314 314 314 314 314 191 314 314 314 191 314 191 314 191 314 314 314 191 314 314 314 314 191 314 314 314 314 314 314 314 314 314 314 314 191 314 314 314 191 191,0,2005-09-07-23.10.07.641784,2005-09-07 23:10:14.402201
8671,218 94 94 94 94 94 99 94 314 314 314 314 314 99 314 191 314 191 314 191 191 314 191 191,0,2005-09-08-00.15.55.587995,2005-09-08 00:15:58.174676
8672,94 94 94 94 94 314 314 314 314 314 191 191 191 191 191,0,2005-09-08-00.18.29.421138,2005-09-08 00:18:31.350834
8673,94 94 94 94 314 314 218 314 314 191 191 191 191,0,2005-09-08-00.21.05.084824,2005-09-08 00:21:06.370826
8674,218 94 94 99 94 94 218 94 314 314 99 314 314 314 191 191 191 191 314 191,0,2005-09-08-00.26.56.679417,2005-09-08 00:26:58.779226
8675,95 94 94 94 94 218 218 94 94 94 94 94 218 218 94 94 94 94 94 94 94 94 94 94 94 94 94 94 94 94 70 70 94 94 94 94 94 94 94 94 94 94 94 94 94 94 94 94 94 94 94 94 94 94 94 94 94 94 99 99 94 94 94 94 70 70 94 94 94 94 94 94 94 94 94 94 314 94 94 94 94 94 94 94 94 94 94 314 94 94 94 94 94 94 94,0,2005-09-08-04.46.07.245185,2005-09-08 04:46:26.189494
8676,94 94 94 94 94 94 94 94 94 94 94 94 94 94 94 94 94 94 94 94 94 94 94 70 70 94 70 70 94 94 94 94 94 218 218 94 94 94 94 94 314 94 94 94 94 94 94 94 94 218 218 94 94 94 94 94 94 94 94 94 94 94 94 94 94 94 94 314 314 314 314 314 314 314 314 314 314 314 94 314 314 314 314 314 314 314 314 314 314 70 70 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 99 314 314 314 314 70 99 314 314 314 314 314 314 314 314 314 314 191 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 94 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 70 99 314 70 70 314 314 94 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 191 314 314 191 314 191 191 314 314 314 314 191 314 314 314 314 191 191 191 70 70 314 314 191 314 314 314 314 314 314 314 191 314 191 314 314 314 191 314 314 314 314 314 191 314 314 191 191 314 314 314 99 191 314 314 191 314 191 314 191 191 191 314 314 314 314 314 314 314 191 191 314 314 314 314 191 314 314 191 191 314 314 314 314 314 191 191 314 314 314 191 314 191 191 314 314 314 314 314 191 314 314 314 99 99 191 70 99 314 191 94 314 314 191 314 314 191 314 314 314 314 314 314 191 314 191 191 314 191 314 191 314 314 314 314 314 314 191 314 314 191 314 314 314 314 314 314 314 314 314 314 314 191 314 314 314 314 314 99 99 191 314 314 314 314 314,0,2005-09-08-04.46.26.262524,2005-09-08 04:47:02.223747
8680,70 94 99 70 94 94 94 94 94 94 94 94 314 99 99 94 94 94 218 94 218 94 70 314 94 94 314 314 314 314 314 314 94 94 94 218 314 314 218 99 99 314 314 314 94 94 94 314 94 314 70 191 314 314 191 191 314 314 191 191 314 314 314 191 191 314 314 314 314 314 314 314 314 314 70 191 314 191 314 191 191 314 314 314 191 191 191 314 191 314 191 70 191 314 191 314 314 314 314 70 191 191 314 314 191 99 314 314 99 314 314 99 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 191,0,2005-09-08-06.13.09.252960,2005-09-08 06:13:26.112946
8683,314 314 314 314 191 94 314 314 314 191 94 314 191,0,2005-09-08-07.32.38.279623,2005-09-08 07:32:59.780900
8685,276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276,1,2005-09-08-07.45.16.807909,2005-09-08 07:45:44.141242
8686,276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276,1,2005-09-08-07.46.07.748907,2005-09-08 07:46:08.944584
8689,94 314 191 94 314 191,0,2005-09-08-07.57.15.119794,2005-09-08 07:57:15.366357
8692,276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276,1,2005-09-08-08.08.58.164381,2005-09-08 08:08:59.881237
8694,276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276,1,2005-09-08-08.10.06.004134,2005-09-08 08:10:07.361557
8697,276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276,1,2005-09-08-09.49.26.285235,2005-09-08 09:49:31.540464
8698,276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276,1,2005-09-08-10.26.46.603822,2005-09-08 10:26:50.768061
8700,276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276,1,2005-09-08-11.05.26.552176,2005-09-08 11:05:38.151489
8701,276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276,1,2005-09-08-11.05.38.232698,2005-09-08 11:06:02.387912
8702,276 276 276 276 276 276,1,2005-09-08-11.06.44.947272,2005-09-08 11:06:46.030124
8703,218 218 94 94 94 94 94 94 94 314 314 314 314 314 314 314 191 314 314 314 191 314 314 314 314 191 191 314 191 191 191,0,2005-09-08-11.44.19.266475,2005-09-08 11:44:22.698948
8704,218 218 94 94 94 94 94 94 99 99 94 94 314 314 314 314 314 314 94 191 191 191 191 191 191 94 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 191,0,2005-09-08-12.27.19.566020,2005-09-08 12:27:26.321943
8706,80 80 80 80 80 80 80 80 80 80 80 80 80 80 80,0,2005-09-08-12.49.26.993749,2005-09-08 12:49:27.369413
8707,80 80 80 80 80 80 80 80 80 80 80 80 80 80 80,0,2005-09-08-12.54.47.348284,2005-09-08 12:54:47.986676
8710,94 314 314 314 314 191,0,2005-09-08-13.25.47.441785,2005-09-08 13:25:47.891283
8713,80 80 80 80 80 80 80 80 80 80 80 80 80 80 80 71 71 71 71 71 71 71 71 71 71 71 71 71 71 71 71 71 71 71 71 71 71 71 71 71 71 71 71 71 71 71 71 71 71 71 71 71 71 71 71 71 71 71 71 71 71 71 71 71 71 71 71 71 71 71 71 71 71 71 71 71 71 71 71,0,2005-09-08-14.17.45.093618,2005-09-08 14:17:58.683710
8714,94 314 314 314 314 191,0,2005-09-08-14.34.12.964234,2005-09-08 14:34:13.415708
8715,35 35 35 35 35 35 35 35,0,2005-09-08-15.34.33.373665,2005-09-08 15:34:33.604633
8717,35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35,0,2005-09-08-15.36.18.670907,2005-09-08 15:36:50.127470
8718,35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35,0,2005-09-08-15.36.50.414948,2005-09-08 15:37:07.722400
